symbol,content
ALLB,"Alliance Bancorp, Inc. of Pennsylvania is a savings and loan holding company. Alliance Bank (Bank), a Pennsylvania chartered community oriented savings bank, is a wholly owned subsidiary of the Company. The Bank's primary business consists of attracting deposits from the general public and using those funds, together with funds it borrows, to originate loans to its customers and invest in securities, such as the United States Government and agency securities, mortgage-backed securities and municipal obligations. The Bank operates approximately eight banking offices located in Delaware and Chester Counties, Pennsylvania. The Company's loan portfolio includes real estate loans, commercial business loans and consumer loans. Its deposit products include deposit instruments, including NOW accounts, money market accounts, regular savings accounts and term certificate accounts."
ALNY,"Alnylam Pharmaceuticals, Inc. is a biopharmaceutical company. The Company is engaged in the discovery, development and commercialization of ribonucleic acid (RNA) interference (RNAi) therapeutics. The Company is focused on the use of its N-acetylgalactosamine (GalNAc)-conjugate platform for delivery of small interfering RNAs (siRNAs). Its pipeline of investigational RNAi therapeutics focuses on three Strategic Therapeutic Areas (STArs): Genetic Medicines, with multiple product candidates for the treatment of rare diseases; Cardio-Metabolic Diseases, with product candidates directed toward genetically validated, liver-expressed disease targets for unmet needs in cardiovascular and metabolic diseases, and Hepatic Infectious Diseases, with product candidates designed to address the global health challenges of hepatic infectious diseases, beginning with hepatitis B and hepatitis D viral infections. The Company's lead product, Patisiran, is formulated utilizing lipid nanoparticles (LNPs)."
ALOG,"Analogic Corporation designs, manufactures and commercializes guidance, diagnostic imaging and threat detection technologies. The Company operates through three segments: Medical Imaging, Ultrasound, and Security and Detection. The Company's Medical Imaging segment provides medical imaging systems and subsystems for computed tomography (CT), magnetic resonance imaging (MRI) and high-resolution digital mammography. The Company's Ultrasound business segment provides ultrasound procedure guidance systems for the urology and surgery markets. The Company's Security and Detection segment designs and manufactures automated threat detection systems for aviation baggage inspection applications utilizing medical CT technology and systems used for deoxyribonucleic acid (DNA) analysis for law enforcement and government agencies."
ALOT,"AstroNova, Inc., formerly Astro-Med, Inc., designs, develops, manufactures and distributes a range of specialty printers, and data acquisition and analysis systems. The Company operates through two segments: QuickLabel and Test & Measurement (T&M). The Company offers both hardware and software, which incorporate technologies in order to acquire, store, analyze and present data in multiple formats. It sells specialty printing systems, and test and measurement systems under the brand names, including QuickLabel. The QuickLabel segment offers product identification and label printer hardware, software, servicing contracts and consumable products. The T&M segment offers a suite of products and services that acquire and record visual and electronic signal data from local and networked sensors, as well as wired and wireless networks. It serves markets, such as aerospace, apparel, automotive, avionics, chemicals, computer peripherals, communications, distribution, and food and beverage."
ALQA,"Alliqua BioMedical, Inc. is a provider of advanced wound care solutions. The Company's businesses include advanced wound care and contract manufacturing. The Company operates through its subsidiaries, such as AquaMed Technologies, Inc. and Choice Therapeutics, Inc. The Company is engaged in developing a suite of advanced wound care solutions that will enable surgeons, clinicians and wound care practitioners to address the challenges in chronic and acute wounds. The Company utilizes hydrogel technology through which hydrogels are manufactured by introducing a hydrophilic polymer into water to create a feed mix. The Company's commercial wound care portfolio consists of over four product categories, such as Human Biologics; Antimicrobial Protection; Exudate Management and Contract Manufacturing. Human Biologics include BIOVANCE and Extracellular Matrix (ECM). Under Antimicrobial Protection, the Company offers TheraBond 3D Antimicrobial Barrier Systems and SilverSeal."
ALR,"Alere Inc. is a provider of health information through diagnostic tests. The Company's segments include professional diagnostics, consumer diagnostics, and corporate and other. The professional diagnostics segment includes an array of diagnostic test products and other in vitro diagnostic tests marketed to medical professionals and laboratories for detection of diseases and conditions within its areas of focus. The consumer diagnostics segment consists primarily of manufacturing operations related to its role as the exclusive manufacturer of products for SPD Swiss Precision Diagnostics (SPD), its joint venture with The Procter & Gamble Company (P&G). The Company's professional diagnostic solutions allow patients and their healthcare providers to work together to manage patients' conditions over the continuum of care, from the hospital to home. The Company offers lines of drugs-of-abuse tests, reagent systems and laboratory testing options."
ALSK,"Alaska Communications Systems Group, Inc. is a fiber broadband and managed information technology (IT) services provider. The Company is focused primarily on business and wholesale customers in and out of Alaska. The Company also provides telecommunication services to consumers across Alaska. The Company's facilities-based communications network extends across Alaska and connects to the contiguous states through its undersea fiber optic cable systems and its usage rights on an undersea system. It serves customers in various areas, such as Business and Wholesale (broadband, voice and managed IT services); Consumer (broadband and voice services), and Other Services (including carrier termination, equipment sales, access services and support services receiving federal support funding). It provides voice and broadband services to residential customers. It provides voice and broadband origination and termination services to inter and intrastate carriers serving its retail customers."
ALSN,"Allison Transmission Holdings, Inc. and its subsidiaries design and manufacture commercial and defense fully-automatic transmissions. The Company manufactures fully-automatic transmissions for medium- and heavy-duty commercial vehicles, and medium-and heavy-tactical United States defense vehicles. The Company's transmissions are used in a range of applications, including on-highway trucks (distribution, refuse, construction, fire and emergency), buses (primarily school, transit and hybrid-transit), motorhomes, off-highway vehicles and equipment (energy, mining and construction) and defense vehicles (wheeled and tracked). The Company's transmissions are sold under the Allison Transmission brand name and remanufactured transmissions are sold under the ReTran brand name. The Company has developed over 100 different models that were used in more than 2,500 different vehicle configurations and were compatible with over 500 combinations of engines, as of December 31, 2016.0"
ALTR,"Altera Corporation is a semiconductor company that designs and sells a range of products, including programmable logic devices (PLDs), highly integrated power devices, pre-defined design building blocks and development software. PLDs consist of field-programmable gate arrays (FPGAs), which are semiconductor integrated circuits, or chips, that the Company's customers program to perform desired logic and processing functions in their electronic systems. Highly integrated power devices, known as power system-on-chip devices (PowerSoCs), which simplify and drive the miniaturization of power circuitry found in the electronic systems of the Company's PLD customers. Pre-defined design building blocks, known as intellectual property (IP) cores, which can be licensed by customers to add standard functions to their PLD designs. Development software is used by customers to develop, compile and verify their designs, and then program their designs into the Company's PLDs."
ALTV,"Alteva, Inc. is a provider of hosted Unified Communications as a Service (UCaaS). The Company's UCaaS solution integrates cloud-based technologies and business applications to deliver voice, video and collaboration service for the office and mobile workforce. The Company operates through two segments: Unified Communications (UC) and Telephone. The UC provides enterprise hosted Voice over Internet Protocol (VoIP), hosted Microsoft Communication Services, mobile convergence and advanced voice applications for the desktop. The Company's Telephone segment operates as a retail and wholesale seller of communications services. This segment provides telecommunications services, including local networks, network access, long distance voice, customer premise equipment, private branch exchange (PBX) equipment, high speed (broadband Internet) and dial-up Internet access services, wireless and directory advertising services (yellow and white pages advertising and electronic publishing)."
ALX,"Alexander's, Inc. is a real estate investment trust (REIT). The Company is engaged in leasing, managing, developing and redeveloping its properties. It is managed by, and its properties are leased and developed by, Vornado Realty Trust (Vornado). As of December 31, 2016, the Company had seven properties in the greater New York City metropolitan area consisting of 731 Lexington Avenue; Rego Park I; Rego Park II; The Alexander apartment tower; Paramus, and Flushing. As of December 31, 2016, the Company's 731 Lexington Avenue was a 1,311,000-square foot multi-use building, consisting of block bounded by Lexington Avenue, East 59th Street, Third Avenue and East 58th Street in Manhattan. As of December 31, 2016, the Company's Rego Park I was a 343,000-square foot shopping center, located on Queens Boulevard and 63rd Road in Queens. As of December 31, 2016, the Company's Rego Park II was a 609,000 square foot shopping center, adjacent to the Rego Park I shopping center in Queens."
ALXA,"Alexza Pharmaceuticals, Inc. is a pharmaceutical company focused on the research, development and commercialization of products for the acute treatment of central nervous system conditions. The Company's product candidates are based on the Staccato system technology. Its product candidates in development include AZ-002, which contains alprazolam as an active pharmaceutical ingredient (API) is developed for the management of patients with acute repetitive seizures, and AZ-007, which contains zaleplon as API is developed for the treatment of insomnia in patients who have difficulty falling asleep, including those patients with middle of the night awakening having difficulty falling back asleep. Its product also includes ADASUVE, which contains loxapine as API is developed for the treatment of agitation associated with schizophrenia or bipolar disorder. It has initiated a Phase IIa proof-of-concept study for AZ-002 in patients with epilepsy and has completed Phase I testing for AZ-007."
ALXN,"Alexion Pharmaceuticals, Inc. is a biopharmaceutical company. The Company is focused on the development and commercialization of therapeutic products. The Company's products include Soliris (eculizumab), Strensiq (asfotase alfa) and Kanuma (sebelipase alfa). The Company's clinical development programs include Soliris (eculizumab), cPMP (ALXN1101), SBC-103, ALXN1210 (IV) and ALXN1210 (Subcutaneous). Its Soliris is the therapeutic approved for patients with either paroxysmal nocturnal hemoglobinuria (PNH) or hemolytic uremic syndrome (aHUS). PNH and aHUS result from chronic uncontrolled activation of the complement component of the immune system. Its Strensiq is for the treatment of patients with Hypophosphatasia (HPP). Its product, Kanuma is for the treatment of patients with Lysosomal Acid Lipase Deficiency (LAL-D). It is a recombinant form of the human LAL enzyme, which is a replacement therapy that is approved for the treatment for patients with LAL-D."
AMAG,"AMAG Pharmaceuticals, Inc. is a pharmaceutical company. The Company's segment is the manufacture, development and commercialization of products and services for use in treating various conditions, with a focus on maternal health, anemia management and cancer supportive care. Its offerings focus on maternal health, anemia management and cancer supportive care, including its product, Makena (hydroxyprogesterone caproate injection); services related to the collection, processing and storage of umbilical cord blood stem cell and cord tissue units operated through Cord Blood Registry (CBR); its product, Feraheme (ferumoxytol), for intravenous (IV) use, and MuGard Mucoadhesive Oral Wound Rinse. It is engaged in the development of Digoxin immune fab, a polyclonal antibody for the treatment of severe preeclampsia in pregnant women. Makena is a drug indicated to reduce the risk of preterm birth in women pregnant with a single baby having a history of singleton spontaneous preterm birth."
AMAT,"Applied Materials, Inc. provides manufacturing equipment, services and software to the global semiconductor, display and related industries. The Company's segments are Semiconductor Systems, which includes semiconductor capital equipment for etch, rapid thermal processing, deposition, chemical mechanical planarization, metrology and inspection, wafer packaging, and ion implantation; Applied Global Services, which provides integrated solutions to optimize equipment and fab performance and productivity; Display and Adjacent Markets, which includes products for manufacturing liquid crystal displays, organic light-emitting diodes, upgrades and roll-to-roll Web coating systems and other display technologies for televisions, personal computers, smart phones and other consumer-oriented devices, and Corporate and Other segment, which includes revenues from products, as well as costs of products sold for fabricating solar photovoltaic cells and modules, and certain operating expenses."
AMBA,"Ambarella, Inc. offers semiconductor processing solutions for video that enable high-definition (HD), video capture, sharing and display. The Company operates through the development and sale of low-power, high-definition video products segment. Its system-on-a-chip designs incorporate HD video processing, image processing, audio processing and system functions onto a single chip. In the camera market, its platform enables the creation of video content in wearable cameras, automotive aftermarket cameras, professional and consumer Internet Protocol (IP), security cameras, telepresence cameras and unmanned aerial vehicles. In the infrastructure market, its solutions manage IP video traffic, broadcast encoding and transcoding, and IP video delivery applications. AmbaClear is its image signal processing architecture. AmbaCast is its HD video processing architecture. It offers the MotorVu 3D 360 degrees Surround View reference design for automotive original equipment manufacturer market."
AMBR,"Amber Road, Inc. is a provider of cloud-based global trade management (GTM) solutions. The Company's GTM solutions include modules for logistics contract and rate management, supply chain visibility and event management, international trade compliance, and Global Knowledge trade content database to importers and exporters, non-vessel owning common carriers (resellers), and ocean carriers. The Company delivers its GTM solution using a software-as-a-service (SaaS) model. The Company's solution automates the global supply chain across sourcing, logistics, cross-border trade and regulatory compliance activities. The Company's GTM solution combines enterprise-class software, trade content sourced from government agencies and transportation providers in approximately 145 countries, and a global supply chain network connecting its customers with the trading partners, including suppliers, freight forwarders, customs brokers and transportation carriers."
AMC,"AMC Entertainment Holdings, Inc. is a holding company. The Company, through its subsidiaries, including AMC Entertainment Inc. (AMCE), American Multi-Cinema, Inc. (OpCo) and its subsidiaries, is engaged in the theatrical exhibition business. It operates through theatrical exhibition operations segment. It licenses first-run motion pictures from distributors owned by film production companies and from independent distributors. The Company also offers a range of food and beverage items, which include popcorn; soft drinks; candy; hot dogs; specialty drinks, including beers, wine and mixed drinks, and made to order hot foods, including menu choices, such as curly fries, chicken tenders and mozzarella sticks. It operates over 900 theatres with approximately 10,000 screens globally, including over 661 theatres with approximately 8,200 screens in the United States and over 244 theatres with approximately 2,200 screens in Europe. The Company&#8217;s subsidiary also includes Carmike Cinemas, Inc."
AMCC,"Applied Micro Circuits Corporation (AMCC) provides silicon solutions for cloud infrastructure and data centers, as well as connectivity products for edge, metro and long haul communications equipment. The Company's products serve Computing and Connectivity markets. Its Computing products include the X-Gene family of server processors, based on the ARMv8 64-bit Instruction Set Architecture (ISA), which target mainstream cloud and data center infrastructure, including hyperscale, telco, enterprise and high performance computing. It also offers embedded computing products, which include HeliX family of processors, based on the ARM 64-bit ISA and its PowerPC products, based on Power Architecture. Its embedded Computing products are deployed in various applications, including networking and telecom, enterprise storage and industrial applications. The Connectivity business includes X-Weave family of products for service providers and public cloud, private cloud and enterprise data centers."
AMCO,"Armco Metals Holdings, Inc. is a scrap steel processor. The Company is engaged in the importing, selling and distributing to the metal refinery industry in China a range of metal ore, including iron, chrome, nickel, titanium, copper and manganese ore, as well as non-ferrous metals and coal. It also recycles scrap metal used by steel mills in the production of recycled steel. It also trades raw wood and barley. Its subsidiaries include Armco Metal International Limited and Henan Armco and Metawise Trading Co., Ltd., which engage in the import, export and distribution of ferrous and non-ferrous ore and metals; Armco (Lianyungang) Renewable Metals, Inc., which engages in the processing and distribution of scrap metal; Armco (Lianyungang) Holdings, Inc., focuses on marketing and distribution of the recycled scrap steel, and Armco Metals (Shanghai) Holdings, Ltd., which oversees the activities of the Company in financing and international trading."
AMCX,"AMC Networks Inc. is a holding company, which conducts all of its operations through its subsidiaries. The Company owns and operates entertainment businesses and assets. It operates through two segments: National Networks, and International and Other. National Networks includes activities of its programming businesses, which include its programming networks distributed in the United States and Canada. The International and Other segment includes AMC Networks International (AMCNI), the Company's international programming businesses consisting of a portfolio of channels in Europe, Latin America, the Middle East and parts of Asia and Africa; IFC Films, the Company's independent film distribution business; AMCNI- DMC, the broadcast solutions unit of certain networks of AMCNI and third-party networks, and various developing online content distribution initiatives. National Networks' programming networks include AMC, WE tv, BBC AMERICA and SundanceTV."
AMD,"Advanced Micro Devices, Inc. is a global semiconductor company. The Company is engaged in offering x86 microprocessors, as standalone devices or as incorporated into an accelerated processing unit (APU), chipsets, discrete graphics processing units (GPUs) and professional graphics, and server and embedded processors and semi-custom System-on-Chip (SoC) products and technology for game consoles. The Company's segments include the Computing and Graphics segment, and the Enterprise, Embedded and Semi-Custom segment. The Computing and Graphics segment primarily includes desktop and notebook processors and chipsets, discrete GPUs and professional graphics. The Enterprise, Embedded and Semi-Custom segment primarily includes server and embedded processors, semi-custom SoC products, development services, technology for game consoles and licensing portions of its intellectual property portfolio."
AME,"AMETEK, Inc. is a manufacturer of electronic instruments and electromechanical devices with operations in North America, Europe, Asia and South America. The Company operates through two segments: Electronic Instruments (EIG) and Electromechanical (EMG). EIG designs and manufactures instruments for the process, power and industrial and aerospace markets. EIG provides process and analytical instruments for the oil, gas, petrochemical, pharmaceutical, semiconductor and automation markets. It makes monitoring and metering devices, industrial battery chargers and uninterruptible power supplies, programmable power equipment, electrical test equipment and gas turbine sensors. EMG is a differentiated supplier of precision motion control solutions, thermal management systems, specialty metals and electrical interconnects. Its end markets include medical, automation, petrochemical and other industrial markets. It operates a network of aviation maintenance, repair and overhaul (MRO) facilities."
AMED,"Amedisys, Inc. is a healthcare services company. The Company's segments are Home Health, Hospice, Personal Care and Other. The Company is a provider of home health, hospice and personal care services. As of December 31, 2016, the Company owned and operated 327 Medicare-certified home healthcare centers, 79 Medicare-certified hospice care centers and 14 personal-care care centers in 34 states within the United States and the District of Columbia. The Company's Home Health segment provides compassionate healthcare to help its patients recover from surgery or illness, live with chronic diseases, and prevent avoidable hospital readmissions. The Hospice segment provides support for those who are dealing with a terminal illness. The Personal care segment provides patients with assistance with the essential activities of daily living."
AMG,"Affiliated Managers Group, Inc. is an asset management company with equity investments in boutique investment management firms. The Company operates in three segments, which represent its principal distribution channels: Institutional, Mutual Fund and High Net Worth. The equity method investments in the Institutional distribution channel are made in relationships with public and private client entities, including foundations, endowments, sovereign wealth funds and retirement plans for corporations and municipalities. The equity method investments in the Mutual Fund distribution channel are made in advisory or sub-advisory relationships with active return-oriented mutual funds, Undertakings for Collective Investment in Transferable Securities and other retail products. The equity method investments in the High Net Worth distribution channel are made in relationships with high net worth and ultra-high net worth individuals, families, trusts, foundations, endowments and retirement plans."
AMGN,"Amgen Inc. is a biotechnology company. The Company discovers, develops, manufactures and delivers various human therapeutics. It operates in human therapeutics segment. Its marketed products portfolio includes Neulasta (pegfilgrastim); erythropoiesis-stimulating agents (ESAs), such as Aranesp (darbepoetin alfa) and EPOGEN (epoetin alfa); Sensipar/Mimpara (cinacalcet); XGEVA (denosumab); Prolia (denosumab); NEUPOGEN (filgrastim), and other marketed products, such as KYPROLIS (carfilzomib), Vectibix (panitumumab), Nplate (romiplostim), Repatha (evolocumab), BLINCYTO (blinatumomab), IMLYGIC (talimogene laherparepvec) and Corlanor (ivabradine). It focuses on human therapeutics for the treatment of serious illness in the areas of oncology/hematology, cardiovascular disease and neuroscience. Its product candidates in Phase III include Erenumab for episodic migraine, Aranesp for myelodysplastic syndromes, BLINCYTO for acute lymphoblastic leukemia and IMLYGIC for metastatic melanoma."
AMH,"American Homes 4 Rent is an internally managed real estate investment trust (REIT) focused on acquiring, renovating, leasing and operating single-family homes as rental properties. The Company's primary objective is to generate attractive risk-adjusted returns for its shareholders through dividends and capital appreciation by acquiring, renovating, leasing and operating single-family homes as rental properties. As of December 31, 2016, it owned 48,422 single-family properties in 22 states, including 1,119 properties held for sale, and had an additional 47 properties in escrow that it intended to acquire. Its integrated operating platform offers property management, acquisitions, construction, marketing, leasing, financial and administrative functions. The Company may seek to invest in condominium units, townhouses and real estate-related debt investments. The Company is externally managed and advised by American Homes 4 Rent Advisor, LLC (the Advisor)."
AMID,"American Midstream Partners, LP owns, operates, develops and acquires a portfolio of midstream energy assets. The Company provides midstream infrastructure that links producers of natural gas, crude oil, natural gas liquids (NGLs), condensate and specialty chemicals to numerous intermediate and end-use markets. Its segments include gathering and processing, transmission and terminals. Through its segments, it is engaged in the business of gathering, treating, processing, and transporting natural gas; gathering, transporting, storing, treating and fractionating NGLs; gathering, storing and transporting crude oil and condensates, and storing specialty chemical products. Its gathering and processing assets are primarily located in the Permian Basin of West Texas; the Cotton Valley/Haynesville Shale of East Texas; the Eagle Ford Shale of South Texas; the Bakken Shale of North Dakota, and offshore in the Gulf of Mexico."
AMKR,"Amkor Technology, Inc. is a provider of outsourced semiconductor packaging and test services. The Company's packaging and test services are designed to meet application and chip specific requirements, including the type of interconnect technology; size, thickness and electrical, and mechanical and thermal performance. It provides packaging and test services, including semiconductor wafer bump, wafer probe, wafer backgrind, package design, packaging, system-level, and final test and drop shipment services. The Company provides its services to integrated device manufacturers (IDMs), fabless semiconductor companies and contract foundries. IDMs design, manufacture, package and test semiconductors in their own facilities. The Company offers a range of advanced and mainstream packaging and test services. The Company's mainstream packages include leadframe packages, substrate-based wirebond packages and micro-electro-mechanical systems packages."
AMNB,"American National Bankshares Inc. is a one-bank holding company. American National Bank and Trust Company (the Bank) is the only banking subsidiary of the Company. The Company operates through two segments: community banking, and trust and investment services. The Community banking segment involves making loans to and generating deposits from individuals and businesses. All assets and liabilities of the Company are allocated to community banking. Investment income from securities is also allocated to the community banking segment. Loan fee income, service charges from deposit accounts and non-deposit fees, such as automated teller machine fees and insurance commissions generate additional income for community banking. Trust and investment services include estate planning, trust account administration, investment management and retail brokerage. The trust and investment services division receives fees for investment and administrative services."
AMOT,"Allied Motion Technologies Inc. designs, manufactures and sells precision and specialty motion control components and systems used in a range of industries. The Company serves various markets, including vehicle, medical, aerospace and defense, electronics and industrial. It focuses on motion control applications. It is engaged in developing electro-magnetic, mechanical and electronic motion technology. It operates in the design and manufacture of motion control products, marketed to original equipment manufacturers and end users segment. Its products are used in the handling, inspection, and testing of components and final products, such as printers, tunable lasers and spectrum analyzers for the fiber optic industry, and test and processing equipment for the semiconductor manufacturing industry. Its products are used in a range of medical, industrial and commercial aviation applications, such as dialysis equipment, industrial ink jet printers and cash dispensers."
AMP,"Ameriprise Financial, Inc. is a financial services company that offers financial solutions to individual and institutional clients. The Company operates in five segments: Advice & Wealth Management; Asset Management; Annuities; Protection, and Corporate & Other. The Company uses Ameriprise Financial as its enterprise brand, as well as the name of its advisor network and certain of its retail products and services. The retail products and services that use the Ameriprise Financial brand include those that it provides through its advisors (financial planning, investment advisory accounts and retail brokerage services) and products and services that the Company markets directly to consumers or through affinity groups (personal auto and home insurance). The Company uses its RiverSource brand for its annuity and protection products issued by the RiverSource Life companies, including its life and disability income insurance products."
AMPE,"Ampio Pharmaceuticals, Inc. is a biopharmaceutical company. The Company is focused primarily on the development of therapies to treat prevalent inflammatory conditions for which there are limited treatment options. The Company's two lead product candidates in development are Ampion for osteoarthritis of the knee and Optina for diabetic macular edema. Ampion is a sub 5000 molecular weight fraction of commercial human serum albumin (HSA). Optina is a low-dose formulation of danazol. The Ampio segment consists of its biopharmaceuticals compounds and the clinical trials associated with them. The Company is primarily developing compounds that decrease inflammation by inhibiting specific pro-inflammatory compounds by affecting specific pathways at the protein expression and at the transcription level; activating specific phosphatase or depleting available phosphate needed for the inflammation process, and decreasing vascular permeability."
AMPH,"Amphastar Pharmaceuticals, Inc. is a specialty pharmaceutical company. The Company focuses primarily on developing, manufacturing, marketing and selling generic and injectable, inhalation and intranasal products. The Company has two segments: finished pharmaceutical products and active pharmaceutical ingredients (API) products. The finished pharmaceutical products segment manufactures, markets and distributes enoxaparin, Cortrosyn, Amphadase, naloxone, lidocaine jelly, as well as various other critical and non-critical care drugs. The API segment manufactures and distributes recombinant human insulin and porcine insulin. The Company also manufactures and sells insulin API. As of December 31, 2016, the Company manufactured and sold 19 products. As of December 31, 2016, the Company developed a portfolio of 15 generic abbreviated new drug applications (ANDAs) three generic biosimilar product candidates and six injectable and inhalation product candidates."
AMRB,"American River Bankshares is a bank holding company. The Company's banking subsidiary is American River Bank (the Bank). The Bank's primary business is serving the commercial banking needs of small to mid-sized businesses. The Bank accepts checking and savings deposits; offers money market deposit accounts and certificates of deposit; makes secured and unsecured commercial loans, secured real estate loans, and other installment and term loans, and offers other customary banking services. The Bank also conducts lease financing for various types of business equipment, from computer software to heavy earth-moving equipment. It serves various communities located in Sacramento, Placer, Yolo, El Dorado, Sonoma and Amador counties. It also serves Alameda, Contra Costa and Santa Clara Counties through loan production offices located in the Cities of San Jose and San Ramon. Its loans include real estate construction loans; lease financing receivable; agriculture loans, and consumer loans."
AMRC,"Ameresco, Inc. (Ameresco) is a provider of a range of energy services, including energy efficiency, infrastructure upgrades, energy security and resilience, asset sustainability and renewable energy solutions for businesses and organizations throughout North America and Europe. Ameresco's sustainability services include capital and operational upgrades to a facility's energy infrastructure and the development, construction, ownership and operation of renewable energy plants. Its segments include U.S. Regions, U.S. Federal, Canada, Small-Scale Infrastructure and All Other. Its U.S. Regions, U.S. Federal and Canada segments offer energy efficiency products and services. Its Small-Scale Infrastructure segment sells electricity, processed renewable gas fuel, heat or cooling, produced from renewable sources of energy and generated by small-scale plants that it owns. The All Other segment offers enterprise energy management services, consulting services and integrated-photovoltaic (PV)."
AMRI,"Albany Molecular Research, Inc. is a contract research and manufacturing company. The Company operates through Discovery and Development Services (DDS), Active Pharmaceutical Ingredients (API), Drug Product (DP) and Fine Chemicals (FC) segments. The DDS segment includes activities, such as drug lead discovery, optimization, drug development and small scale commercial manufacturing. The API segment includes pilot to commercial scale manufacturing of active pharmaceutical ingredients and intermediates. The DP segment includes pre-formulation, formulation and process development through commercial scale production of complex liquid-filled and lyophilized sterile injectable products and ophthalmic formulations. The FC segment includes lab to commercial scale synthesis of reagents and diverse compounds. It supplies a range of services and technologies supporting the discovery and development of pharmaceutical products, the manufacturing of API and drug product for new and generic drugs."
AMRK,"A-Mark Precious Metals, Inc. is a precious metal trading company. The Company is a wholesaler of gold, silver, platinum and palladium bullion and related products, including bars, wafers, grain and coins. It distributes gold and silver coins and bars from sovereign and private mints; provides financing for the purchase of bullion and numismatics; offers storage for bullion, and offers complementary products, such as consignment, customized finance and liquidity programs, such as repurchase (Repo) accounts, and trade quotes in a variety of foreign currencies. It operates through various business units for accounting purposes, including Industrial, Coin and Bar, Trading, Finance, Collateral Finance Corporation, Transcontinental Depository Services and Logistics. It is an authorized distributor of gold and silver coins for sovereign mints and various private mints. The sovereign mints include the United States Mint, the Australian (Perth) Mint and the Austrian Mint, among others."
AMRS,"Amyris, Inc. is an integrated industrial biotechnology company. The Company is engaged in research and development and sales of fuels and farnesene-derived products. It is applying its industrial synthetic biology platform to engineer, manufacture and sell products into a range of consumer and industrial markets, including cosmetics, flavors and fragrances (F&F), solvents and cleaners, polymers, lubricants, healthcare products and fuels. The Company focuses on a renewable hydrocarbon molecule called farnesene (Biofene). The Company is expanding its range of products across various categories divided into consumer and industrial applications. For consumer applications, the Company is developing and selling personal care products (which include ingredients for cosmetics and F&F), healthcare products and formulated end user products, such as Biossance brand skincare products and Muck Daddy brand hand cleaner product."
AMS,"American Shared Hospital Services provides Gamma Knife stereotactic radiosurgery equipment and radiation therapy and related equipment to approximately 20 medical centers in approximately 20 states in the United States. The Company provides Gamma Knife services through its over 81% indirect interest in GK Financing, LLC (GKF). The Company's business is the outsourcing of stereotactic radiosurgery services and radiation therapy services. The Company provides the equipment, as well as planning, installation, reimbursement and marketing support services. The Company's radiation therapy business consists of one Image Guided Radiation Therapy Operations (IGRT) system. IGRT technology integrates imaging and detection components into a linear accelerator, allowing clinicians to plan treatment, verify positioning and deliver treatment with a single device, providing radiation therapy with less damage to healthy tissue. It is also engaged in proton beam radiation therapy business (PBRT)."
AMSC,"American Superconductor Corporation (AMSC) is a provider of megawatt-scale solutions. The Company operates through two segments: Wind and Grid. Through the Company's Windtec Solutions brand, the Wind business segment enables manufacturers to field wind turbines. Through the Company's Gridtec Solutions, the Grid business segment enables electric utilities and renewable energy project developers to connect, transmit and distribute power. AMSC supplies power electronics and control systems, licenses its engineered wind turbine designs and provides customer support services to wind turbine manufacturers. The Company provides a range of power electronics and software-based control systems. AMSC provides transmission planning services that enable it to identify power grid congestion and other risks. The Company also sells grid interconnection solutions for wind farms and solar power plants, power quality systems, and transmission and distribution cable systems."
AMSF,"Amerisafe, Inc. is an insurance holding company. The Company is engaged in providing workers' compensation insurance focused on small to mid-sized employers engaged in hazardous industries, principally construction, trucking, logging and lumber, manufacturing, and agriculture. It is engaged in underwriting the workers' compensation exposures inherent in these industries. It provides coverage to employers under state and federal workers' compensation laws. The Company's workers' compensation insurance policies provide benefits to injured employees for, temporary or permanent disability, death and medical and hospital expenses. The Company provides safety services at employers' workplaces as a component of its underwriting process. It utilizes claims management practices. In addition to its voluntary workers' compensation business, it underwrites workers' compensation policies for employers assigned to the Company and assumes reinsurance premiums from mandatory pooling arrangements."
AMSG,"Envision Healthcare Corporation is a provider of healthcare services. The Company offers a range clinical solutions, including physician-led services, medical transportation, ambulatory services and post-acute services. The Company operates through three segments: physician services, medical transportation and ambulatory services. The physician services segment includes the Company's hospital-based and non-hospital-based physician services business. The medical transportation segment includes the Company's community-based medical transportation services, including emergency 911, non-emergency, managed transportation, air ambulance and disaster response services. The ambulatory services segment includes the Company's ambulatory surgery business, which acquires, develops, owns and operates ambulatory surgery centers (ASCs) and surgical hospitals in partnership with physicians and health systems."
AMSWA,"American Software, Inc. (American Software) develops, markets and supports a portfolio of software and services that delivers enterprise management, supply chain and retail planning solutions to the marketplace. The Company operates through three business segments: Supply Chain Management (SCM), Enterprise Resource Planning (ERP) and Information Technology (IT) Consulting. The SCM segment consists of Logility, Inc. and its subsidiary, Demand Management, Inc. (DMI), both of which provide supply chain and retail planning solutions to trading partners. The ERP segment consist of American Software ERP, which provides business software for manufacturers and distributors, and New Generation Computing, Inc. (NGC), which provides industry-specific business software to both retailers and manufacturers in the apparel, footwear, sewn products and furniture industries. The IT Consulting segment consists of The Proven Method, Inc., an IT staffing and consulting services firm."
